번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
2369,영화상영관,03_13_02_P,3050000,CDFF4220002005000001,20050604,,1,영업/정상,13,영업중,,,,,,,130840,서울특별시 동대문구 장안동 368-1번지 바우하우스 11층,"서울특별시 동대문구 답십리로 288, 11층 (장안동, 바우하우스)",2637,롯데시네마 장안,2.02E+13,I,59:59.0,,206325.3494,452184.2102,영화상영관,영화상영관,,유흥업소밀집지역,,,17,6,유통시설,,,,,,,,,,,,,,,,,,,영화관,,20050604,상업지역
2370,영화상영관,03_13_02_P,3050000,CDFF4220002005000002,20050604,,1,영업/정상,13,영업중,,,,,,,130840,서울특별시 동대문구 장안동 368-1번지 바우하우스 11층,"서울특별시 동대문구 답십리로 288, 11층 (장안동, 바우하우스)",2637,롯데시네마 장안,2.01E+13,I,59:59.0,,206325.3494,452184.2102,영화상영관,영화상영관,,유흥업소밀집지역,,,17,6,,,,,,,,,,,,,,,,,,,,영화관,,20050604,상업지역
2371,영화상영관,03_13_02_P,3150000,CDFF4220002015000002,20150526,,1,영업/정상,13,영업중,,,,,070-7017-9893,,,"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",7715,메가박스중앙(주) 화곡지점 2관,2.02E+13,U,40:00.0,,185574.9372,448716.2747,영화상영관,,,,,,4,,,,,,,,,,,,,,,,,,,,,영화관,,20150526,일반주거지역
2372,영화상영관,03_13_02_P,3150000,CDFF4220002015000003,20150526,,1,영업/정상,13,영업중,,,,,070-7017-9893,,,"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",7715,메가박스중앙(주) 화곡지점 3관,2.02E+13,U,40:00.0,,185574.9372,448716.2747,영화상영관,,,,,,6,,,,,,,,,,,,,,,,,,,,,영화관,,20150526,
2373,영화상영관,03_13_02_P,3150000,CDFF4220002015000004,20150526,,1,영업/정상,13,영업중,,,,,070-7017-9893,,,"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",7715,메가박스중앙(주) 화곡지점 4관,2.02E+13,U,40:00.0,,185574.9372,448716.2747,영화상영관,,,,,,6,,,,,,,,,,,,,,,,,,,,,영화관,,20150526,
2374,영화상영관,03_13_02_P,3150000,CDFF4220002015000005,20150526,,1,영업/정상,13,영업중,,,,,070-7017-9893,,,"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",7715,메가박스중앙(주) 화곡지점 5관,2.02E+13,U,40:00.0,,185574.9372,448716.2747,영화상영관,,,,,,6,,,,,,,,,,,,,,,,,,,,,영화관,,20150526,
2375,영화상영관,03_13_02_P,3150000,CDFF4220002015000006,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 6관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2376,영화상영관,03_13_02_P,3150000,CDFF4220002015000007,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 2관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2377,영화상영관,03_13_02_P,3150000,CDFF4220002015000008,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 3관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2378,영화상영관,03_13_02_P,3150000,CDFF4220002015000009,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 4관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2379,영화상영관,03_13_02_P,3150000,CDFF4220002015000010,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 5관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2380,영화상영관,03_13_02_P,3150000,CDFF4220002015000011,20151016,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",7575,롯데시네마 가양 1관,2.02E+13,U,40:00.0,,186966.0362,451047.2873,영화상영관,,3,결혼예식장주변,,0,0,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20151016,
2381,영화상영관,03_13_02_P,3150000,CDFF4220002017000001,20170922,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",7803,메가박스중앙(주) 마곡지점 1관,2.02E+13,U,40:00.0,,185365,450789,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20170922,
2382,영화상영관,03_13_02_P,3150000,CDFF4220002017000002,20170922,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",7803,메가박스중앙(주) 마곡지점 2관,2.02E+13,U,40:00.0,,185365,450789,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20170922,
2383,영화상영관,03_13_02_P,3150000,CDFF4220002017000003,20170922,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",7803,메가박스중앙(주) 마곡지점 3관,2.02E+13,U,40:00.0,,185365,450789,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20170922,
2384,영화상영관,03_13_02_P,3040000,CDFF4220001998000005,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제5관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2385,영화상영관,03_13_02_P,3040000,CDFF4220001998000006,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제6관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2386,영화상영관,03_13_02_P,3040000,CDFF4220001998000007,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제7관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2387,영화상영관,03_13_02_P,3040000,CDFF4220001998000008,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제8관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2388,영화상영관,03_13_02_P,3040000,CDFF4220001998000009,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제9관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2389,영화상영관,03_13_02_P,3040000,CDFF4220001998000010,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제10관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2390,영화상영관,03_13_02_P,3040000,CDFF4220001998000011,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변 11 CINE & FORET,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2391,영화상영관,03_13_02_P,3040000,CDFF4220002007000001,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (제4관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,0,기타,,0,3,3,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20120511,준주거지역
2392,영화상영관,03_13_02_P,3040000,CDFF4220002007000007,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (제7관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,,기타,,,3,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120511,준주거지역
2393,영화상영관,03_13_02_P,3040000,CDFF4220002007000008,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (제8관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,,기타,,,3,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120511,준주거지역
2394,영화상영관,03_13_02_P,3040000,CDFF4220002007000009,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (샤롯데관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,,기타,,,3,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120511,준주거지역
2395,영화상영관,03_13_02_P,3040000,CDFF4220002007000010,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (제9관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,,기타,,,3,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120511,준주거지역
2396,영화상영관,03_13_02_P,3040000,CDFF4220002007000011,20120511,,1,영업/정상,13,영업중,,,,,02-2024-1646,,,서울특별시 광진구 자양동 227-7 더샵스타시티,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",5065,롯데시네마 건대입구관 (제10관),2.02E+13,U,40:00.0,,206349.675,448396.9397,영화상영관,영화상영관,,기타,,,3,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120511,준주거지역
2397,영화상영관,03_13_02_P,3040000,CDFF4220002009000001,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자9,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2398,영화상영관,03_13_02_P,3040000,CDFF4220002009000002,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자1,2.02E+13,U,36:20.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2399,영화상영관,03_13_02_P,3040000,CDFF4220002009000003,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자7,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2400,영화상영관,03_13_02_P,3040000,CDFF4220002009000005,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자8,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2401,영화상영관,03_13_02_P,3040000,CDFF4220002009000006,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자5,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2402,영화상영관,03_13_02_P,3040000,CDFF4220002009000007,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자3,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2403,영화상영관,03_13_02_P,3040000,CDFF4220002009000008,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자4,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2404,영화상영관,03_13_02_P,3040000,CDFF4220002009000009,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자10,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2405,영화상영관,03_13_02_P,3220000,CDFF4220001999000008,19991011,,1,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 2관,2.00E+13,I,59:59.0,,203064.6402,446594.3191,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
2406,영화상영관,03_13_02_P,3220000,CDFF4220001999000009,19991011,,1,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 3관,2.00E+13,I,59:59.0,,203064.6402,446594.3191,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
2407,영화상영관,03_13_02_P,3220000,CDFF4220001999000011,19991222,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816-7번지,서울특별시 강남구 강남대로 422 (역삼동),,메가박스 씨티(강남대로)3관,2.02E+13,I,59:59.0,,202337.2215,444235.2846,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19991222,
2408,영화상영관,03_13_02_P,3220000,CDFF4220001999000012,19991222,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816-7번지,서울특별시 강남구 강남대로 422 (역삼동),,메가박스 씨티(강남대로)4관,2.02E+13,I,59:59.0,,202337.2215,444235.2846,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19991222,
2409,영화상영관,03_13_02_P,3220000,CDFF4220002000000001,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 Dolby Cinema,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2410,영화상영관,03_13_02_P,3220000,CDFF4220002000000002,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 6-3,"서울특별시 강남구 도산대로 152, 2~3층 (논현동, 영동빌딩)",6040,코엑스 컴포트 2관,2.02E+13,U,40:00.0,,202160.3319,446215.9356,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2411,영화상영관,03_13_02_P,3220000,CDFF4220001995000001,19950215,,1,영업/정상,13,영업중,,,,,,,135811,서울특별시 강남구 논현동 4-15번지,서울특별시 강남구 도산대로 128  (논현동),,씨네마강남 대관,2.00E+13,I,59:59.0,,201924.4852,446086.6929,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19950215,
2412,영화상영관,03_13_02_P,3220000,CDFF4220001995000002,19950428,,1,영업/정상,13,영업중,,,,,,,135815,서울특별시 강남구 논현동 58-3번지,서울특별시 강남구 학동로 171  (논현동),,(주)케이엠티브이,2.00E+13,I,59:59.0,,202510.1756,445767.5124,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,19950428,
2413,영화상영관,03_13_02_P,3220000,CDFF4220001997000001,19971216,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 603-2,서울특별시 강남구 논현로 848 (신사동),6022,CGV압구정 IMAX관,2.02E+13,U,40:00.0,,202478.5995,446927.6243,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,19971216,
2414,영화상영관,03_13_02_P,3220000,CDFF4220001997000002,19971216,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 603-2,서울특별시 강남구 논현로 848 (신사동),,CGV압구정 제2관,2.02E+13,U,40:00.0,,202478.5995,446927.6243,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19971216,
2415,영화상영관,03_13_02_P,3040000,CDFF4220002009000010,20090723,,1,영업/정상,13,영업중,,,,,02-461-1941,,,서울특별시 광진구 군자동 477-12번지,서울특별시 광진구 능동로 289 (군자동),,메가박스 군자6,2.02E+13,U,59:59.0,,206852.3609,450393.661,영화상영관,,14,,,,14,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090723,일반상업지역
2416,영화상영관,03_13_02_P,3220000,CDFF4220001997000003,19971216,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 603-2,서울특별시 강남구 논현로 848 (신사동),,CGV압구정 제3관,2.02E+13,U,40:00.0,,202478.5995,446927.6243,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19971216,
2417,영화상영관,03_13_02_P,3220000,CDFF4220001998000003,19980309,,1,영업/정상,13,영업중,,,,,,,135822,서울특별시 강남구 논현동 123-2번지,서울특별시 강남구 학동로 118  (논현동),,강남비디오소극장,2.00E+13,I,59:59.0,,202039.7404,445481.8844,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19980309,
2418,영화상영관,03_13_02_P,3220000,CDFF4220001994000001,19940905,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816번지,서울특별시 강남구 강남대로 422 (역삼동),6129,메가박스 씨티(강남대로)1관,2.02E+13,I,59:59.0,,202310.3114,444240.7983,영화상영관,영화상영관,,,,,10,4,,,,,,,,,,,,,,,,,,,,영화관,,19940905,
2419,영화상영관,03_13_02_P,3220000,CDFF4220001994000002,19940905,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816번지,서울특별시 강남구 강남대로 422 (역삼동),6129,메가박스 씨티(강남대로)2관,2.02E+13,I,59:59.0,,202310.3114,444240.7983,영화상영관,영화상영관,,,,,10,4,,,,,,,,,,,,,,,,,,,,영화관,,19940905,
2420,영화상영관,03_13_02_P,3040000,CDFF4220001998000001,19980325,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 STAR 2관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980325,
2421,영화상영관,03_13_02_P,3040000,CDFF4220001998000002,19980325,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 STAR 3관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980325,
2422,영화상영관,03_13_02_P,3040000,CDFF4220001998000003,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 4DX 1관,2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2423,영화상영관,03_13_02_P,3040000,CDFF4220001998000004,19980327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",5116,CGV강변11 제4관[CGV 아트하우스],2.02E+13,U,40:00.0,,208394.4164,448165.28,영화상영관,영화상영관,,,,,10,,,,,,,,,,,,,,,,,,,,,영화관,,19980327,
2424,영화상영관,03_13_02_P,3220000,CDFF4220002000000021,20001020,,1,영업/정상,13,영업중,,,,,,,135811,서울특별시 강남구 논현동 1-3번지,서울특별시 강남구 도산대로 108  (논현동),,클래식시네마스페이스(주),2.00E+13,I,59:59.0,,201753.1885,446003.4452,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20001020,
2425,영화상영관,03_13_02_P,3220000,CDFF4220002000000022,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 3관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2426,영화상영관,03_13_02_P,3220000,CDFF4220002000000023,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 4관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2427,영화상영관,03_13_02_P,3220000,CDFF4220002000000024,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 5관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2428,영화상영관,03_13_02_P,3220000,CDFF4220002000000025,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 6-13,"서울특별시 강남구 도산대로 156, 2~3층 (논현동, 중앙엠앤비사옥)",6040,코엑스 컴포트 6관,2.02E+13,U,40:00.0,,202205.4307,446211.2208,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2429,영화상영관,03_13_02_P,3220000,CDFF4220002000000026,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 7관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2430,영화상영관,03_13_02_P,3220000,CDFF4220002000000027,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 8관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2431,영화상영관,03_13_02_P,3220000,CDFF4220002000000028,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 9관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2432,영화상영관,03_13_02_P,3220000,CDFF4220002000000029,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 10관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
